name,edition,card_number,race,type,cost,power,health,loyalty,power_icons,traits,rules_text,illustrator,card_quantity
Boar Chariot,Legends,13,Orc,Support,2,,,2,0,,"Attachment. Calvary. Attach to a target unit you control. Action: When attached unit attacks, damage is uncencellable until the end of the turn. If attached unit leaves play, you may spend 2 resources to return Boar Chariot to its owner's hand.",Simon Dominic,3
Boar Pen,Omens of Ruin,5,Orc,Support,2,1,,2,1,Building,"Building. Units in a zone with no developments cannot defend. Not pigs, lad. Boars. Big difference. - Bronn Greybeard",Jared Blando,3
Boar Rider,Glory of Days Past,71,Orc,Unit,3,1,3,2,1,Cavalry,"Hit Points: 3 Cavalry. Raider 1. Action: When this unit attacks for the second time in one turn, it gains [Power][Power] until the end of the turn.",0 Comments,3
Bodyguard of Belegar,The Burning of Derricksburg,1,Dwarf,Unit,3,2,1,1,2,Warrior,"Hit Points: 1 Warrior. Toughness X (whenever this unit is assigned damage, cancel X of that damage). X is the number of other [Dwarf] units in this zone.",Jake Masbruch,3
Boiling Oil,The Imperial Throne,110,Empire,Support,1,,,2,0,Fortification,"Fortification. Action: When this zone is attacked, sacrifice this card to force the attacker to sacrifice an attacking unit.",Adam Lane,3
Bolt of Change,The Skavenblight Threat,11,Chaos,Tactic,1,,,2,,Spell,"Spell. Action: Until the end of the turn, one target development becomes a unit with 2 hit points and [Power][Power]. It also counts as a development. Shed this stone skin and slay our foes.",Christopher Ocampo,
Bonegrinder Giant,Battle for the Old World,60,Neutral,Unit,5,3,4,0,3,Giant,"Hit Points: 4 Giant. Destruction only. Battlefield only. While this unit is attacking alone, you may assign damage to your opponent's capital before assigning damage to defending units.",0 Comments,3
Boon of Tzeentch,Rising Dawn,13,Chaos,Tactic,2,,,3,,Spell,Spell. Action: Discard the top card of your deck. Gain resources equal to the printed cost of the discarded card.,Owen William Weber,3
Border Patrol,Portent of Doom,100,Neutral,Quest,1,,,0,,Wood Elf,"Wood Elf. Order only. Quest. Action: When one of your zones is attacked, if a Wood Elf unit is questing here, sacrifice this quest to turn target development in the attacked zone faceup. If it is a Wood Elf unit, leave it in play and that unit must defend this turn, if able. Otherwise, sacrifice it immediately.",Games Workshop Ltd,3
Bordertown,Days of Blood,19,Neutral,Support,2,2,,0,2,Building,"Building. Forced: When this zone takes combat damage, sacrifice this card.",Igor Kieryluk,3
Borgut Facebeater,Glory of Days Past,70,Orc,Unit,4,3,4,3,3,"Elite, Warrior","Hit Points: 4 Elite. Warrior. Action: When this unit attacks for the second time in one turn, put an [Orc] unit from your hand into your battlefield, declared as an attacker. Gork sayz smash dem stunties or I smash you!",0 Comments,3
Born Predators,March of the Damned,41,Neutral,Tactic,2,,,0,,"Lizardmen, Order only",Lizardmen. Order only. Action: Deal X damage to target unit. X is the number of Lizardmen cards you control. Aaaaaaagh!,Matthew Starbuck,3
Boss Pit,The Iron Rock,49,Orc,Support,4,3,,5,3,Capital Center,"Capital Center. This card enters play with 4 resource tokens on it. Action: At the beginning of your turn, remove a resource token from this card. Then, if there are no resources on this card, draw 10 cards.",Lin Bo,3
Bottomless Mine,The Fall of Karak Grimaz,38,Neutral,Support,2,1,,0,1,Building,Building. Limited (you cannot play more than one limited card per turn). Kingdom. This card gains [Power][Power] if there are at least two units in this zone.,Tom Garden,3
Branded by Khorne,The Eclipse of Hope,93,Chaos,Support,0,,,2,0,Attachment,"Attachment. Attach to a target unit. If attached unit is damaged, destroy that unit.",Mitch Cotie,3
Brave Volunteers,Cataclysm,43,Dark Elf,Unit,3,1,2,3,1,"Raider, Scout",Hit Points: 2 Raider. Scout. Battlefield. You can declare this unit as an attacker when another player attacks (if you are not defending).,Mark Molnar,3
Bray Shamans,March of the Damned,22,Chaos,Unit,4,2,3,2,2,Warrior,Hit Points: 3 Warrior. Action: Corrupt this unit to have target attacking unit you control gain [Power][Power]. Sacrifice that unit at the end of the turn.,Illich Henriquez,3
Braying Gor,The Burning of Derricksburg,12,Chaos,Unit,2,1,1,2,1,Warrior,Hit Points: 1 Warrior. Action: Corrupt this unit to lower the cost of the next [Chaos] unit you play this turn by 1 (to a minimum of 1). Hruuuuugh!,Ryan Barger,3
Bribery,Omens of Ruin,20,Neutral,Tactic,2,,,0,,,"Action: Choose a target unit or support card in a zone with no developments. That card does not count its power this turn. For twenty crowns more I'll forget you was even 'ere, guv.",Erfian Asafat,3
Bride of Khaine,Days of Blood,3,Dark Elf,Unit,3,1,3,1,1,Witch Elf,"Hit Points: 3 Witch Elf. Dark Elf only. Ambush 2. Action: When this unit ambushes, target attacking unit gets -2 hit points until the end of the turn. You're blood tastes so sweet.",Simon Dominic,3
Bright Wizard Acolyte,The Fourth Waystone,83,Empire,Unit,2,2,2,1,2,Mage,"Hit Points: 2 Mage. Forced: When your turn ends, this unit takes 1 uncancellable damage. Bring forth the enemy so I may heap them on the bonfire.",Jeff Himmelman,3
Bright Wizard Apprentice,Core Set,28,Empire,Unit,2,1,1,2,1,Mage,Hit Points: 1 Mage. Quest. Action: Spend 2 resources to target the effects of an Action just triggered by another unit or support card. Cancel the effects of that Action (limit once per turn).,Peter Johnston,1
Brom Longbellow,Vessel of the Winds,63,Dwarf,Unit,4,2,4,2,2,"Hero, Slayer","Hit Points: 4 Hero. Slayer. Limit one Hero per zone. Action: When your capital is dealt combat damage, deal X damage to target attacking unit. X is the number of Grudge support cards you control.",Anna Ignatieva,3
Brutal Offering,Tooth and Claw,52,Chaos,Tactic,2,,,1,,,"Action: Sacrifice a unit. If you do, deal X damage to each unit in all battlefields, where X is the sacrificed unit's power. Your life is needed elsewhere.",Franz Vohwinkel,3
Bugman's Rangers,Chaos Moon,22,Dwarf,Unit,3,1,3,2,1,Ranger,Hit Points: 3 Ranger. This unit gains [Power] for each Attachment support card attached to it. Their hatred for goblins is matched only by their love of a good beer.,Peter Tikos - Richard Vass,3
Bugman's Tankard,Chaos Moon,23,Dwarf,Support,1,,,2,0,Attachment,Attachment. Attach to a target [Dwarf] unit you control. Attached unit gains +1 hit points for each development in this zone.,Ben Zweifel,3
Building for War,Karaz a Karak,80,Dwarf,Quest,0,,,3,,,"Quest. Action: When this card enters play, draw a card. Quest. Action: When you play a [Dwarf] non-Attachment support card from your hand, gain 1 resource if a unit is questing here.",0 Comments,3
Building Plans,Karaz a Karak,79,Neutral,Tactic,1,,,0,,,"Limited. Action: Search the top five cards of your deck for up to two non-Attachment support cards, reveal them, and add them to your hand. Then, shuffle your deck.",Adam Lane,3
"Bule, Lord of Pus",Path of the Zealot,30,Chaos,Unit,5,3,4,3,3,Hero,"Hit Points: 4 Hero. Limit 1 Hero per zone. Forced: At the beginning of your turn, corrupt one target unit. And may the flesh forever rot from thy very bones in eternal infestation!",Michael Phillippi,1
Burial Mound,The Iron Rock,57,Neutral,Support,2,1,,0,1,Undead,"Undead. Destruction only. Lower the cost of the first card you play from your discard pile each turn by 1. ""You didn't burn the bones, did you?""",Adam Lane,3
Burlock's Ingenuity,City of Winter,81,Dwarf,Tactic,0,,,2,,,"Action: Move target development you control to a new zone. Then, you may put this card on top of your deck. The Head Guildmaster's designs have no peer.",Alexandru Sabo,3
Burn it Down,Core Set,118,Neutral,Tactic,2,,,0,,,Action: Destroy one target support card with printed cost X or lower. X is the number of developments in your battlefield.,Erfian Asafat,1
Burying the Grudge,Core Set,19,Dwarf,Tactic,0,,,2,,,Action: Gain 1 resource for each unit that entered a discard pile this turn. Grudges are best buried with the corpse of the wrongdoer.,Igor Kierylukl,1
Cackling Hexwrath,Hidden Kingdoms,32,Neutral,Unit,2,1,1,,,Undead,"- Destruction only. Necromancy. Action: When this unit enters or leaves play, discard the top 2 cards of your deck.",,
Cacophonic Scream,Arcane Fire,114,Chaos,Tactic,10,,,3,,Epic Spell,Epic Spell. Play at the beginning of your turn. Action: Deal 8 damage to one section of target capital (you choose which section).,Igor Kieryluk,1
Call for Reserves,Legends,21,Empire,Tactic,2,,,3,,,"Action: Return target unit you control to its owner's hand. Then, put into play from your hand a unit with printed cost 3 or lower.",Nacho Molina,3
Call of the Kraken,City of Winter,95,Dark Elf,Tactic,0,,,3,,,"Action: Discard a card from your hand with X loyalty to put a [Dark Elf] unit with printed cost X or lower into play from your hand. Pounding like the waves of the sea, it summons the reserves.",Adam Lane,3
Call the Blood,Path of the Zealot,34,Dark Elf,Tactic,1,,,2,,Spell,Spell. Action: Destroy one target damaged unit. Let the blood flow like a river!,Carl Frank,3
Call the Brayherd,Fiery Dawn,114,Chaos,Tactic,4,,,3,,Spell,"Spell. Play during your turn. Action: Reveal the top five cards of your deck. Put all revealed units with a printed cost of 3 or lower into your battlefield. Then, shuffle your deck.",Tom Garden,3
Called Back,The Fall of Karak Grimaz,26,Empire,Tactic,2,,,2,,,Action: Return target unit to its owner's hand. These orders demand our return to protect the rear.,Andrew Johanson,3
Calling the Council,Rising Dawn,4,Dwarf,Tactic,1,,,2,,,"Limited. Action: Search the top 5 cards of your deck for a [Dwarf] unit or legend, reveal it, and add it to your hand. Shuffle your deck. Sometimes the council starts early.",Ignacio Lazcano,3
Capture Slaves,Days of Blood,2,Dark Elf,Quest,0,,,3,,Mission,"Mission Play in any opponent's zone under your control. When you assign combat damage to this zone, you may place nay number of that combat damage on this quest instead. Forced: When the 3rd damage token is placed here, sacrifice this quest to search the top 5 cards of the defending opponent's deck for a unit and put it into play under your control in any zone. Shuffle his deck.",Vincent Devault,3
Captured Gunpowder,The Imperial Throne,119,Neutral,Support,1,,,0,0,Attachment,"Attachment. Attach to a target support card. Attached card gains [Power]. Forced: At the beginning of your turn, reveal the top card of your deck. Destroy all support cards in this zone with the same printed cost as the revealed card.",Chris Quilliams,3
Captured Mind,Battle for the Old World,57,Dark Elf,Tactic,1,,,3,,Hex,"Hex Action: Examine target opponent's hand. Then, you may play a unit from that opponent's hand (paying its printed cost but ignoring its loyalty) into any of your eligible zones under your control. You work for me now.",Adrian Smith,3
Caradryan,Assault on Ulthuan,5,High Elf,Unit,4,2,3,2,0,Hero,"Hit Points: 0 Hero. Limit 1 Hero per zone. Quest. Forced: At the beginning of your turn, look at the top 3 cards of any player's deck. You may discard up to 1 of these cards. Return the rest to the top of the deck in any order.",Illich Henriquez,
Carnosaur Rider,March of the Damned,36,Neutral,Unit,5,3,4,0,3,"Lizardmen, Order only.","Hit Points: 4 Lizardmen. Order only. Savage 3 (whenever this unit is dealt damage, it may deal 3 dmaage to target unit in any corresponding zone).",Games Workshop Ltd,3
Carroburg Cutthroats,Portent of Doom,87,Empire,Unit,4,2,2,2,2,Rogue,Hit Points: 2 Rogue. Kingdom or Quest. Action: Discard a quest from your hand to take 1 resource from target opponent. Cutting purses was only a start.,Ilich Henriquez,3
Cathedral of Sigmar,The Imperial Throne,111,Empire,Support,4,3,,5,3,Capital Center,"Capital Center. This card enters play with 4 resource tokens on it. Action: At the beginning of your turn, remove a resource token from this card. Then, if there are no resource tokens on this card, each [Empire] support card and [Empire] unit you control gains [Power] until the end of the turn.",Yoann Boissonnet,3
Caught the Scent,The Deathmaster's Dance,78,Dark Elf,Tactic,2,,,3,,,Play during your turn. Action: Look at one target opponent's hand. You may choose and discard one card from that hand. They are hiding. Loose the cold ones.,Dan Wheaton,3
Cauldron of Blood,Core Set,109,Dark Elf,Support,4,2,,1,2,Siege,"Siege. Kingdom. Forced: When this zone is attacked, deal 1 damage to one target attacking unit.",Alex Aparin,1
Cavalry Raid,Oaths of Vengeance,37,Dark Elf,Tactic,1,,,2,,Cavalry,"Cavalry. Play only on your turn. Action: Attacking and defending non-Cavalry units lose all [Power] until the end of the phase. Out of my way, whelp!",Sidharth Chaturvodi,3
Celestial Apprentice,Chaos Moon,27,Empire,Unit,2,1,2,1,1,Mage,"Hit Points: 2 Mage. Action: When a unit in this zone is dealt exactly 1 damage, deal 1 damage to target unit in any corresponding zone. I wouldn't do that, if I were you.",Tom Garden,3
Celestial Wizard,The Twin Tailed Comet,47,Empire,Unit,3,1,3,1,1,Mage,"Hit Points: 3 Mage. Action: When you play a development from your hand, put a resource token on this unit. Then, you may remove 2 resource tokens from this unit to deal 1 damage to each unit in any corresponding zone.",Ryan Barger,3
Celestial Wizard Acolyte,Faith and Steel,104,Empire,Unit,2,1,1,1,1,Mage,"Hit Points: 1 Mage. Empire only. Ambush 2. Action: When this unit ambushes, it gains Counterstrike 3 until the end of the turn.",0 Comments,3
Centigor,The Twin Tailed Comet,52,Chaos,Unit,4,3,3,2,3,Warrior,"Hit Points: 3 Warrior. Forced: At the beginning of your turn, sacrifice a development or this unit deals 1 damage to each section of your capital. Unnatural form, unnatural appetites.",Games Workshop Ltd,3
Chain Lightning,Chaos Moon,28,Empire,Tactic,2,,,3,,Spell,"Spell. Action: Destroy up to two target attacking units, each with a printed cost 3 or lower. Eenie, meenie, minie - oh, why choose? ""Mad"" Alexander Sturmisch, Celestial Wizard",Patrick McEvoy,3
Chakax,The Iron Rock,58,Neutral,Unit,4,1,2,0,1,"Hero, Lizardmen","Hit Points: 3 Hero. Lizardmen. Order only. Limit one Hero per zone. Savage 2. Action: When you play a unit with Savage from your hand, deal 1 damage to that unit.",Jason Juta,3
Chameleon Stalker,Hidden Kingdoms,3,Neutral,Unit,1,1,1,,,Lizardmen,- Lizardmen only.This unit cannot be assigned damage during your battlefield phase.,,
Chaos Dragon,Glory of Days Past,73,Chaos,Unit,7,5,5,3,5,"Creature, Dragon","Hit Points: 5 Creature. Dragon. Battlefield only. Action: When this unit attacks, discard the top card of your deck. If the discarded card is a unit, corrupt target unit in the defending zone.",0 Comments,3
